;Tweets;Weekday;Month;DayOfMonth;Hour;Min;Sec;Year;sentiment
14713;¬_¬ "@indriyani10: Oh iya ya kn cuma dikit wkwkwkwk"@lutyayyas: Yang lain siapa ?? Kaya punya tmn bnyk aja "@indriyani10: Ajak kin yg lain;Sat;Nov;24;2;13;5;2012;0.0
14714;Nggak jadi makan rumus bnyak ~(<U+02D8><U+25BE><U+02D8>~) ~(<U+02D8><U+25BE><U+02D8>)~ (~<U+02D8><U+25BE><U+02D8>)~;Sat;Nov;24;2;13;11;2012;0.0
14715;RT @nierbnyhui3: Super cute! http://t.co/UWOfZcKD;Sat;Nov;24;2;16;48;2012;0.8016
14716;RT @nierbnyhui3: Super cute! http://t.co/UWOfZcKD;Sat;Nov;24;2;16;53;2012;0.8016
14717;Yaodah @Tuan_ade: Mna ada bnyk kd smpai 10 beisi, wkwkwk"@nisaniicaa: Km ni kebnyakn twiiter pang , maka kemaren2nya tu udah,dasar;Sat;Nov;24;2;17;39;2012;0.0
14718;Bebysisternya"@annisapucca: hahaa.. emang lu asistenya habib ape? @fadil_lah: @annisapucca udh ntar libur dulu nis , habibnya lg sibuk"";Sat;Nov;24;2;18;25;2012;0.0
14719;<ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BD><ed><U+00B1><U+008E>@caesasebastian: Kecewaa banget sma @citilink”;Sat;Nov;24;2;18;26;2012;0.0
14720;Anjirx_x ngapa di RU jd bnyk org pcrn gt-__-;Sat;Nov;24;2;18;50;2012;0.0
14721;udah bnyak yg nikah ya kak "@MissisPesseck: Eheh( <U+2323> ´_ <U+2323> `)<U+200B>tptp suda pisah22 deks :)) RT @pujipujik: astaga banyak banget kak :o "@MissisPe;Sat;Nov;24;2;19;22;2012;-0.1027
14722;orang ini pertanyaannya apa ... jawabnya apa. jadi suka keki sendiri. :DD;Sat;Nov;24;2;20;58;2012;0.0
14723;by http://t.co/X1D4Iyvw Apps Programmer/analyst 3 - Wells Fargo Bank - (#CHARLOTTE, NC) #jobs #job http://t.co/TGreEpuL;Sat;Nov;24;2;23;11;2012;0.25
14724;Kok kayak simsimi yah? Ditanya apa dijawabnya apa~;Sat;Nov;24;2;24;45;2012;0.0
14725;Di kmp.bm asri mekarahayu bdg ada e-ktp,  bnyk kk yg di buat thn2009 tdk dpt di acces sdg kan pemilikna rata2 usia lanjut.@RadioElshinta;Sat;Nov;24;2;25;39;2012;0.3612
14726;Match point Sun Devils!!! Everyone is on their feet in Wells Fargo #TerritorialCup;Sat;Nov;24;2;27;16;2012;-0.5538
14727;@mieraaah twitter ni bukan tempat privasi , stalker pun bnyk . nanti naik trending kang pasal aku tersangkut kat mamat tu hahaha XD;Sat;Nov;24;10;50;50;2012;0.8455
14728;@PutriLulud Yuk follow @RELOAD_STAR bnyk produk yg bkin kita makin kece;-);Sat;Nov;24;10;50;52;2012;0.0
14729;Bisi twitter ilham :o RT @agung_nba12: Suruh push-up bang &gt;=), #yangbnyk RT "@IlhamMuhammad_A: Iyaa bang, mulai dari awal lagi RT;Sat;Nov;24;10;53;32;2012;-0.1027
14730;Photo of protesters running from tear gas. Many more to c... http://t.co/wnUrh50M #MakkawanBridge #RoyalPlaza #Pitaksiam via @CitizenCamera;Sat;Nov;24;10;56;49;2012;-0.2263
14731;Cari kimcil alun2 bnyak coo RT @Ricoerliandi: Wah kalo ntar malem ga ada kerjaan bisa galau lagi nih ... #shit;Sat;Nov;24;10;57;53;2012;0.0
14732;Waini :D pacar gw emang cantik2 *toel @AndrewShahab @merealzab @chelseafc_dani RT @rezadiazCFC: Yya pacar'a bnyak dan cantik" :D @kheyyw;Sat;Nov;24;10;58;2;2012;0.8429
14733;"@tomy_tomtom: Timnas lg ada turnamen tapi kok malah ada turnamen di klubnya, geleng geleng kepala! calon calon juara AFF Indonesia";Sat;Nov;24;10;58;26;2012;0.0
14734;RT @andryantosudiah: Harus bnyak bertapa ilmu dulu..:D;Sat;Nov;24;11;0;39;2012;0.0
14735;ehehe engga ko syg aku iseng aja ngerjain arab, eh arabnya crt k kalian ya-_-RT @salmmaSE: neng katanya dirawat kenapa lagi :'( serlyVT;Sat;Nov;24;11;4;10;2012;-0.4939
14736;abg ini petarung ya? RT @fristyanRMD: Duit bnyk jg gak? RT @vanbugillord: banyak kegiatan banyak pengalaman.;Sat;Nov;24;11;9;19;2012;0.0
14737;@zahtty bnyk laaaa..... Hahahah aku supan santun!;Sat;Nov;24;11;10;34;2012;0.0
14738;Ini asal kopi aja sumpah --" dan kimcilnya mulai bnyak;Sat;Nov;24;11;11;26;2012;0.0
14739;@PNCBank_Help cust service strikes again.  Got erroneous notice of non-pmnt for Nov mort.  Cust serv hotline doesn't recognize my SSN.;Sat;Nov;24;19;19;56;2012;-0.6486
14740;Iya bil,udh ga ngekos lgi ma ayu,, pit'a bnyak kegiat'a di cilegon RT @kubiltakubil: lg drmh pit, skrg mah udh ga kos sama ayu yah?;Sat;Nov;24;19;21;11;2012;0.0
14741;@esplorasisultra nice ^^ ada informasi tentang hidden place yg belum diketaui bnyk org?;Sat;Nov;24;19;22;3;2012;0.4215
14742;3 Stocks That Led the Dow This Week - Bank of America, Home Depot, and American Express led the Dow higher in a stro... http://t.co/VaViee6b;Sat;Nov;24;19;23;44;2012;0.0
14743;dr vol mknan yg diambil pas mkn pagi di hotel, itu sdh ketahuan orang itu sering nginep di hotel apa tidak...sy mah ngambilnya bnyk :));Thu;Feb;2;0;37;56;2012;0.0
14744;jauh2 k tanggeung dbaros ajh msh bnyk yg rusak'y -,- RT @infocianjur Jaldes Pasir Jambu Tanggeung Rusak Berat http://t.co/VQu4pvmD #infoCJR;Thu;Feb;2;0;44;16;2012;0.0
14745;Dy kta ee :pRT @tickteng: Ayey!!! RT @manadokota: Hampir 200 orang yang jawab, yang jawabnya benar dan paling cepat @tickteng :) Selamat.;Thu;Feb;2;0;46;52;2012;0.5962
14746;@nahla_pooh kyu mahh uda bnyak yg sukaiin...... Takk mw acchh..... Sungmin..... Imaynn laa...... Tapi donghae boleehh la.......;Thu;Feb;2;0;48;51;2012;0.0
14747;mus,download spb bayarr??RT @imusdroid Msok se RT @GloryaTM: gak isok mus RT @imusdroid Nih link download spbnya ... http://t.co/4mZxGySq;Thu;Feb;2;0;50;31;2012;0.0
14748;Ga malu bikin gw nangis didpn org bnyk?;Thu;Feb;2;0;51;20;2012;0.0
14749;Bukan tau banyak, emang kenyataannya gt RT "@alan_coy: Tau bnyk lu nii ttng akuu.. :))"@widyaafril: Lo yg tumben bangun pagi. Biasanya jam;Thu;Feb;2;0;56;2;2012;0.2732
14750;@tie_guy bitch! What about Wells Fargo Plaza and the Transco Tower!?! You be jello thy Austin ain't got shit! :P;Thu;Feb;2;0;56;27;2012;-0.5149
14751;Brti bnyak org yg trpaksa mnjadi C*** gr2 km RT @alanmaulana16: aku sering donor darah kok RT @cicha_ahe: Eits eits ... http://t.co/odrLBH8H;Thu;Feb;2;0;59;13;2012;0.0
14752;@josua_mars dadah :* RT Off dl yah sayang :* bbnya low bat :( dadah sayang... @sarahpessttt;Sun;Nov;25;3;30;40;2012;0.4588
14753;Tar malem bebebnya, sklian ngumpulin tugas tik"@idol_Lime: nunggu lu ngisi modem keburu voting ditutup -_- RT @FLRP_GGSica: Blum ngisi;Sun;Nov;25;3;34;59;2012;0.0
14754;Ngopi sambil DDoS Webnya IsraHELL;Sun;Nov;25;3;35;3;2012;0.0
14755;Waa cool.. huehehe.. eh aku blm gabung. Apa dolo tuh webnya? RT @anggieholic: this is the love (cont) http://t.co/jZBuKW3p;Sun;Nov;25;3;35;42;2012;0.6369
14756;RT @MichaelRB_: kypa so sewot skali ngo?? -,-'' RT @keytilaar: Hihihi :p RT @greynhagrey: Aduh bnya yg RT noh-_- :DRT (cont) http://t.co ...;Sun;Nov;25;3;36;37;2012;0.3313
14757;@HuzzyHabib @ainasuzlin09 faham la pah..kita tinggal 2 more paperz je... x kau asyik main tweet je bnyak2..sbb tu i tanya kau demam exam ke?;Sun;Nov;25;3;37;12;2012;0.0
14758;Bnyk bnyk aku mimpi psl kau sia -.- tsk.;Sun;Nov;25;3;38;42;2012;0.0
14759;Apa sebabnya?"@zufie: Ada sebab mengapa Israel berhenti peperangan. Kena tepat pada 9 dan 10 Muharram pula tu. Makes sense? Ada sebabnya...";Sun;Nov;25;3;38;54;2012;0.0
14760;Ga ada sinyal -_- "@fildzahr: Bapak @AlvinEsaAlvin bbnya off yaakkk? Mauu kshh taauu.. Ture udh ngasih tauu belum? Sms gua gadibls sm dia:(";Sun;Nov;25;3;39;3;2012;0.0
14761;Biasa aja RT"@rifarizanty: Sok cool amaat jawabnye RT @amirahazhaar: @SyahdyahAmna udh kmrn";Sun;Nov;25;3;39;32;2012;0.5574
14762;Noh kelas 71 anak paskibnye alay semua RT"@nadyacytp: Emgnya bener ye kata mentemen anak paskib itu alay?";Sun;Nov;25;3;43;30;2012;0.0
14763;@selviaaa4 wkwkk iya bnyk cew nih.. Cucu ama sblah wa cakep" smua dpt kenalan lohh wkwkkk :p;Sun;Nov;25;3;44;18;2012;0.25
14764;cie bnyk yg cemburu =D.. RT @amiiRahmy tidak suka kalau hubunganku dg dia baik* sja, mkanya kau lakukan itu . ! masih sabar !;Sun;Nov;25;3;44;19;2012;0.0
14765;Ehh lontong..w kan dsni sbg org k3 yg ngegep lo..mlah d tawwarin..mana opsi'a dikit??*yg bnyk dong :D"@donadwisaputro_: Bingung gw;Sun;Nov;25;3;45;54;2012;0.0
14766;Fi berussaha move on dengan cara yg halal :') RT @fifiapriyani: Iya yak! Aplg urban kan bnyk cowok kece ;;) RT;Sun;Nov;25;3;46;8;2012;0.5562
14767;ini cntoh org galau &gt;&gt;&gt;&gt;&gt;&gt; RT @ArifHidayat39: bnyakpikiran";Sun;Nov;25;3;46;9;2012;0.0
14768;RT @evxx_: @AyieRockstar Welcome ^^ dah takmu fikir kan bnyk2 okay :) as long u always have someone that love you dah ckup :) Kirim sala ...;Sun;Nov;25;3;47;30;2012;0.9337
14769;@KayHuzeque jeng. jom DM ngan aku jap? ade bnyk soalan nak tanye. hahaha.;Sun;Nov;25;3;48;0;2012;0.5574
14770;RT @imankinda: Kalau ayah marah kita, sabar, sebabnya dia sayang dia risau dan dia nak kita jadi anak yang baik,;Sun;Nov;25;3;50;2;2012;0.0
14771;@lala_clara_lala @linputra976 @lini_yin @IwanShen @angkiechi @robert1557. Wow... Kok bnyk x yg hadir?;Sun;Nov;25;3;50;13;2012;0.0
14772;Nice game indonesia, gpp masih bnyk game d dpan :D;Sun;Nov;25;12;15;14;2012;0.7804
14773;Haha, bnyak dh nkar kaca, aur pcah tarus, hnyar melirik mulai jauh pcah caramin. RT @RikiFaDillaH: hhahahaha ... http://t.co/63zvXSo2;Sun;Nov;25;12;15;44;2012;0.4588
14774;@Cik_Zati hahaha..insyaallah....eh,kalah bini aku...wakakak...yela2,tgk la bnyk mane owg paw dy..hihih =D;Sun;Nov;25;12;16;27;2012;0.6166
14775;Benitez:"saya tidak mau melatih chelsea karena menghormati mantan klubnya liverpool". Toh sekarang mlah melatih chelsea??;Sun;Nov;25;12;19;4;2012;0.0
14776;Sy jg"@pungkas: @Citilink tentu itu sudah jd yg pertama kami lakukan, info status kn jg dari L&amp;F. Maka tolong, sambungkan dgn CP yg mumpuni";Sun;Nov;25;12;19;37;2012;0.0
14777;@anggi_deviHP baaru d mminntain pin bbnya, hhuuhh;Sun;Nov;25;12;19;40;2012;0.0
14778;Iyah lumayan bnyk,tadinya mau ngajakin ojan tapi takut gamau soalnya lunya gaikutRT @silviarwhyn: Iyaaa emg hujan-, wah banyak jg yaa, tp ga;Sun;Nov;25;12;20;20;2012;0.0
14779;@nabiellaibrahim ermnmm oke.tp sbny nk g mana harr.haha;Sun;Nov;25;12;21;15;2012;0.0
14780;@titisw1 banyak yg ga percaya, disangka hoax sma mreka, apalagi bnyk Cleovers yg diem2 aja ga mau ribut sma JOT yg lihai memanipulasi berita;Sun;Nov;25;12;22;7;2012;-0.2732
14781;hahay, aneh yee ;D RT @TTS_KaiExo: hahaha lol xD RT X1_2PMTaec: nembak kok lewat menfess sih.. itu yeoja mau jawabnya jg bingung kali..;Sun;Nov;25;12;22;17;2012;0.9141
14782;emteka nasibnya gimana ini? yaa allah :(;Sun;Nov;25;12;24;39;2012;-0.4404
14783;@A3Nasution kau yg bnyak , fikara haha :p;Sun;Nov;25;12;26;14;2012;0.6124
14784;RT @Cinonk_nonk
Jgn trlalu berharap bnyk yg ad hanya kecewa :(;Sun;Nov;25;12;27;6;2012;-0.4404
14785;Wes masakk , bnyak aja mintak babe dongg <U+263A>"@isttiqomah: Aku gapunya uang, blm kerja sih soalnya RT"@kaderARTazizbon:;Sun;Nov;25;12;28;33;2012;0.0
14786;@LCR_yurisnsd Gpp mungkin aja yuri tau lebih bnyk dripda hyo cz jdi fans tu ga ad istilah senior/junior. Semua diaks... http://t.co/s51wB11w;Sun;Nov;25;12;29;45;2012;0.0
14787;Gananya:]xxxxxxxxxxx"@farchanrezika: @shelyadms cewe gue mah ga bbm gara gara bbnya lg error -_-";Sun;Nov;25;12;32;4;2012;-0.4019
14788;@cok_surya bukan, tapi jalurnya yg beda qiqi. kalau ada yg bilang ganbatte jawabnya "hai, ganbarimasu" hehe;Sun;Nov;25;12;32;32;2012;0.0
14789;TAPI.. suka2an yg normal lah,ga dpt yg dsuka abaikn,putus,biar aj :D msh bnyk tmn toh plus ada Allah,yg pst UTAMAKN BELAJAR lalu bteman :D;Sun;Nov;25;12;33;55;2012;0.8429
14790;RT @aku_jujur: Punya mantan bnyk bangga ? Jstru lu harus nya sedih karena dah salah pilih pasangan melulu #jujur;Sun;Nov;25;12;35;35;2012;0.0
14791;Oh, emang bbnya dimana kak? RT @RucitraVaza: Wkwk dia kan udh nggak pake bb kak :D "HeranggaPraseta: Gak (cont) http://t.co/nHnkwl5O;Sun;Nov;25;12;36;56;2012;0.6166
14792;Istri sakit? Diopname dimana? :O RT @selmarani: mnggigil berat. diinfus. suruh opname. double pfftt. uas sm upacara hr guru gmn nasibny u,u;Sun;Nov;25;12;37;27;2012;-0.3597
14793;Maxis satu hari ni buat taik. Ye bnyak taik -..-;Sun;Nov;25;12;37;57;2012;0.0
14794;@phewegaarifana center back keropos, intinya indonesia kurang beruntung bnyak peluang tpi terbuang percuma;Sun;Nov;25;12;38;20;2012;0.0
14795;Biasanya aku memang tak layan bola ni, tapi AFF Suzuki Cup aku nak tengok! Ada sebabnya.;Sun;Nov;25;12;39;46;2012;0.0
14796;Buon Compleanni @Nandha_Azizi :) Smg pjng umur, bnyk rjeki, tmbh dewasa dan sukses selalu.. Aminn;Sun;Nov;25;20;57;42;2012;0.4588
14797;Pantes berserakan..bnyk yg dijadiin cuma seminggu yak,ckckRT @titittoo: Wkwkwk,,, au ahh.. RT @DinnyLalala: ... http://t.co/bHhIOCZ4;Mon;Nov;26;4;56;17;2012;0.0
14798;@Rinzz_NinoMiya iah ksian bngett.hahaha.... Ih krjaan mah bnyak, mknya tggl jkt ajaa yuk sini.hahaha;Mon;Nov;26;5;0;28;2012;0.0
14799;@vallenquenza @kaaartikaa @yuliameviana tunggu aj mei.. Bis kn bayan tree trma bnyk org..interviewnya jg agk lama.. Ato mau ke bali aj ;;);Mon;Nov;26;5;6;23;2012;0.0
14800;RT @AgusJeruck: bnyk omong d twitter , pdahal aku pendiem ko <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> hahaha;Mon;Nov;26;5;7;16;2012;0.5574
14801;kau penyebabnya !! :/;Mon;Nov;26;5;7;34;2012;-0.4559
14802;@bconinja97 bali ayam and minuman, atu sajaaa :s malas ku bali bnyak bnyak ah :P;Mon;Nov;26;5;12;5;2012;0.1363
14803;Masa tiap hari ngantuk kak? -_- RT @afrianigirsang1: mangkanya jgn kebnyakan bgadang.  RT DebbiDwiTika;Mon;Nov;26;5;13;58;2012;0.0
14804;Emg artis doang ya ,yg bleh pnya followers bnyk ? Lo pny bbm ,fb ,whatsapp ,or apalah trserah ,yg lo bisa promote lwt situ .. #Simple;Mon;Nov;26;5;18;23;2012;0.3818
14805;@Official_Rafly sabar yah, wkwkwk. Trus trus 50 rbnya udah balik belum? Hahaha;Mon;Nov;26;13;15;5;2012;0.5574
14806;@iProfSam belajar lu.ntar jawabnya perang dunia ke 2 lagi dasar..........;Mon;Nov;26;13;15;42;2012;0.0
14807;@maszjaafar kannnnnn..mmg sedap wooo!! u must try,tdk x lena tdo..tp x bnyk tmpt yg jual..kena google kowt..hahah;Mon;Nov;26;13;16;34;2012;0.0
14808;kog ampek tau pin bbnya dady brandon??? follow gue donk RT @davidlilhero23 Yupz :) Aku sma sprti klian jg bnz :) RT @bueharie_bubue: ya gpp;Mon;Nov;26;13;17;9;2012;0.7608
14809;alhamdulillahRT @annnisadwi : Pai 80 ayang maama ayang:*RT @ramadhyni: pai aku brp? liatin nis:___( mkshbnyk:-*RT annnisadwi :;Mon;Nov;26;13;17;41;2012;0.0
14810;@citie_aishah @shimix00 @xera_hassan press conference night version with Zera? Let's proceed!;Mon;Nov;26;13;17;43;2012;0.0
14811;Sombong RT @debbyhattory: Di notif bnyak teman lama yng ber ulang tahun hari ini sama bsk" tapi sayang nya aku udh lupa sama muka mreka yng;Mon;Nov;26;13;18;6;2012;0.0
14812;Bersyukur selalu ya!
 krn ada bnyk org yg sakit dan susah diluar sana...;Mon;Nov;26;13;18;35;2012;0.0
14813;@Luqyanah_Ulfah Belum nyampe situ, 1 nomer aja jwbn.a bnyk;Mon;Nov;26;13;18;35;2012;0.0
14814;@noolsyabira waseh! Gap bnyi ya sya. Baiklah tuanku. Daulat tuanku. Hahaha;Mon;Nov;26;13;22;44;2012;0.5983
14815;@AfiqahAbubakar uish sama eh.OB mek pun mcm tuuut jak.dalam gik nok dr dip dolok oh?nok lain,record mek rasa susah.sbb bnyk :S;Mon;Nov;26;13;22;56;2012;-0.4466
14816;RT @izzudinn_: follower nur dania naik sebnyak 500++ dlm masa 15 minit .... yeahh ... suka nur dania sebab follower dah bertambah;Mon;Nov;26;13;23;37;2012;0.0
14817;Tiap hari dtanya *pengen makan apa?* dan udah bosen aja jawabnya,udah ga ada ide mau makan apa... Sabar sampe ming... — http://t.co/qqVa1IqI;Mon;Nov;26;13;25;59;2012;0.0
14818;Sebnyak dua planet telah dijumpai di galaksi, dn bernama matoki dan choki choki.;Mon;Nov;26;13;27;43;2012;0.0
14819;Haaa..bnyak e jo (¬<U+02DB>¬) RT @joeanakbar: Semangat! "@ghinaalfisyah: Tgs ibadah (<U+2323>´_<U+2323>`)"";Mon;Nov;26;13;28;30;2012;0.0
14820;@marinarrn bnyk dah, yakin bgt soalnya sama?;Mon;Nov;26;13;29;31;2012;0.0
14821;@herhyaja <U+E6F4>X_Xj¡¡åª··´¯`··ªªªååå<U+0452><U+0452><U+0452><U+0452>X_X tmn* yg ln jg bnyk kok .;Mon;Nov;26;13;30;8;2012;0.0
14822;Yo soale arek"kemaren bnyak sing puasa jd makane ksuwen,kabur jam piro?"@enyoonyanyo: lapo ae pak po ? malming om :D . nah aku nunggu;Mon;Nov;26;13;30;48;2012;0.101
14823;@Rplwan bnyk mimin;Mon;Nov;26;13;33;30;2012;0.0
14824;siannya<U+2639>RT @novitaprimatari: Mati lampu,lobet,panas,gelap,bnyk nyaamuk,thx;Mon;Nov;26;13;34;4;2012;0.0
14825;@IntanNadhirah96 bnyk kali baik... *puji memuji diri;Mon;Nov;26;13;34;53;2012;0.0
14826;@tamarasydney_ amin yoo amin ;;) kpan yahh kita kumpul,mu ceritaa bnyaksss gw hahaa;Mon;Nov;26;13;34;56;2012;0.0
14827;setiap hari ad ' drama ' bru kan ? campak jea lah tv 43 inci tuu , sbb drama kt TL ni lebih bnyak artis artis yg -..-;Mon;Nov;26;13;35;27;2012;0.0
14828;\(´<U+25BD>`)/  follower bnyak RT @novryandika: follback @luciana_mia1;Mon;Nov;26;13;35;44;2012;0.0
14829;RT @KisahRasul: 6. … menutup aibnya, namun ia membuka aibnya sendiri hingga ia dirajam seperti anjing." Mendengar gunjingan ini, Rasul S ...;Mon;Nov;26;13;35;45;2012;0.0
14830;Percuma nanya TL. Gimana cara jawabnya - -" Kerjain sekalian dunlut Hello Baby deh :3;Mon;Nov;26;13;36;19;2012;0.5106
14831;@ombagusdewa serius jodoh km itu ada d donat kjujuran. Aku udah pnya yg lain kok , bnyak lg;Mon;Nov;26;13;38;15;2012;0.0
14832;*pukpuk atul "@febrianaa_: @jovankaIskak kasian atuul, pukpuk tulyaang :3 nasibnya jelek sekali *plak";Mon;Nov;26;13;39;20;2012;0.5106
14833;pasword2, data2, tulisan2, nomor2 yang ada di HP gimana nasibnya, 1 bulan tak ada kabar o.O #kangen;Mon;Nov;26;13;39;40;2012;-0.2023
14834;@CitizenAyms Does that mean it's the British version too ;-);Mon;Nov;26;22;0;2;2012;0.25
14835;Ex-Goldman Sachs running the Bank of England now? Seriously? FFS.;Mon;Nov;26;22;6;29;2012;-0.7645
14836;RT @SadieMae23: Daily Kos: The Goldman Sachs Project to take over Europe nearly complete http://t.co/ezZBUtLq via @dailykos;Mon;Nov;26;22;9;37;2012;0.0
14837;@CitizenErased07 @0herin oh cool kid over here~;Mon;Nov;26;22;10;12;2012;0.3182
14838;RT @ariemahendra_: urwell :) RT @citisacandra: Thankyou kakari"@ariemahendra_: happy birthday @citisacandra wyatb gbu o:)";Mon;Nov;26;22;11;42;2012;0.7717
14839;Goldman Sachs Was Like a 'Frat on Steroids,' Says Former Female Employee - Jezebel http://t.co/3HKGGu7W #Playmates;Mon;Nov;26;22;12;48;2012;0.3612
14840;Kebnyakan gengsi dan jutek;Mon;Nov;26;22;14;57;2012;0.0
14841;Mane juak kau twu :p RT @FERGy_UF95: ehh.  blom tntu bnyak yg suke :-P RT melanie_octavia;Mon;Nov;26;22;15;40;2012;0.6408
14842;Pasrah ajayok:*"@TikaRistiani: sama beb akupun:$"@VikaMeilia: Gaada blajar nah;( "@TikaRistiani: wkk:$ siapkan mental bny;Mon;Nov;26;22;18;24;2012;0.0
14843;HBD teh @uuLLaayy (<U+02D8><U+2323><U+02D8>)e<U+02D8>`) . Semoga makin cantik,makin sukses,makin bnyk rezekinya,tercapai semua cita2 teteh.amiinn..asik makan2 :D;Mon;Nov;26;22;20;4;2012;0.6166
14844;I'm at Wells Fargo (New York, NY) http://t.co/B1PBZ1he;Mon;Nov;26;22;22;36;2012;0.25
14845;@bbnyoo29 jgn lupa d bawak :3;Mon;Nov;26;22;23;38;2012;0.5106
14846;RT<U+2665><U+2600> @ridhofatoni: Iyaa samasama sayangupay{} hahaRT @maeliaaa: Hai bogembel..Pienipya! Trmksh bnyk u/tgl26nya. Surprisenya berkesan bgt<U+2665>;Mon;Nov;26;22;24;39;2012;0.0
14847;ajaibnya, manusia memang tidak diciptakan untuk suka pada sosok sempurna. tapi pada sosok dengan masing-masing tipikal favoritnya.;Tue;Nov;27;6;21;2;2012;0.0
14848;Bole, tpi jauh harus k kutub utara yg bnyk es RT @ratumorina: Aku punya ide cemerlang bagaimana kalau kita membeli esk;Tue;Nov;27;6;22;3;2012;0.0
14849;RT @agcoco: konsep 'BFF' laki &amp; pompuan ni aku tak berapa nak paham bila bnyk aku tengok end up boipren gepren kena sailang? haha du ...;Tue;Nov;27;6;26;20;2012;0.4588
14850;*lemparygbnyk*"@AmarRianto: *matrix* RT @WindaaWRA: *sambitseribulogaman*"@AmarRianto: Cibu dulu :-P RT @WindaaWRA: Iya du;Tue;Nov;27;6;28;13;2012;0.4995
14851;@AinSufy haha sumpah kluar gambar kau..aq tekan kluar gambar baby bnyk ada laa..haha;Tue;Nov;27;6;28;52;2012;0.4588
14852;@chris63414391 The bad thing Bank of America is the lien holder on the home. This isn't going to go well.;Tue;Nov;27;6;33;43;2012;-0.34
14853;Npe dlm bnyk2 channel,,discovery ngn national geographic gk best;Tue;Nov;27;6;35;10;2012;0.6369
14854;packing itu.... menyenangkan tp knp bnyk begini yaa yg mw dibawa ~ ^^;Tue;Nov;27;6;38;44;2012;0.0
14855;Cc: @intanpurba_407 RT @Putuputrayasa Pengen Langsing gak bisa2? Cobain teh Peluntur Lemak deh, bnyk yang cocok: 22B4AA74;Tue;Nov;27;6;38;47;2012;0.0
14856;adekk baru first tyme masok wayang..
mempersoalkan pasal bnyakk iklan before cite stat.
memang laa dekk oii;Tue;Nov;27;6;41;47;2012;0.0
14857;@MiloCadbury kann. aah muke die mmg bnyk kacuk. bwk bertendang ... hahah;Tue;Nov;27;6;41;53;2012;-0.5994
14858;Owyah,kog aku nga yah  RT @galihmegah: Wong edan itu bnyk yg cari RT @KayuManez: Wong edan iki Hmm (¬_¬) RT @galihmegah: @KayuManez pak dok;Tue;Nov;27;6;43;54;2012;0.0
14859;Tuin? ._. "@.RadioCintaRP #menfess to @ACC_GGJessica lu tau knp bnyk yg ga nyaman sm lu? ubah sikap lu Fr: hamba tuhan;Tue;Nov;27;6;43;57;2012;0.0
14860;RT @WardinaSafiyyah: Prefer orng politik cakap pasal benda berfaedah, pikir mcmana nak selesaikan masalah yg bnyk kat Msia ni dgn kreati ...;Tue;Nov;27;14;40;38;2012;0.0
14861;@Citiflyer @DaleMatthew_ would happily plan the beginning/end of holiday to suit you and weekend plans.;Tue;Nov;27;14;41;17;2012;0.743
14862;Nh sdh siapila mlem ini kak:p RT "@hamzahKMH: Haha dk ck itu deg, bnyk yg nak di siapi, bnyk yg nak di rapat.i kalo nak ck itu hha RT;Tue;Nov;27;14;41;22;2012;0.7351
14863;Gimanacikk?RT @syakirotin: Aku jg g ngerti gmn dung? --''RT @KristiiiA Akumah nyontek sm kamu aja;;)RT @syakirotin: bnyk;Tue;Nov;27;14;41;57;2012;0.0
14864;Haha kiroin bnyk nyo smpe langit ke tujuh RT"@frikawulandari: @saripurnama17 banyak, kalo kato fikria melebihi gunung haha";Tue;Nov;27;14;42;5;2012;0.7184
14865;Kurang bnyak ;;)"@Yuni_Antari: :*RT @tutokcrozz: Ciyus :* "@Yuni_Antari:;Tue;Nov;27;14;42;25;2012;0.5423
14866;Gpp teh bnyk godaan nih mau kelulusan :'D RT @ayuraa_ayu: Knpaa desay? @rulinatcha: Gini bgt ya allah :''''')))))"";Tue;Nov;27;14;43;8;2012;0.0
14867;RT @nessyrlia: Memang:'' #prayfortaeng RT @maghfirrraM: Kasian nasibnya :' RT nessyrlia: Ilang nyebur empang kyknya wkwk (cont) http://t ...;Tue;Nov;27;14;44;40;2012;0.0
14868;Aq syg kau, aq cinta kau, aq tunggu kau, tpi, ni balasan kau lpas ap sume aq wt untok kau? Trime kasih bnyak2 :);Tue;Nov;27;14;45;34;2012;0.4588
14869;Tadi siang sama ade kalo kesel dikit paling diemin ajh , kalo bnyak ga tau deh enaknya diapain :D @nagaswarafmbgr play kotak - kecuali kamu;Tue;Nov;27;14;47;15;2012;0.7531
14870;Wkwkwkwkwkwk ditempat aku bnyak yg mau fitness tau kak !"@queenroanew: Gw join investasi gold, elo beli Pt, deal? HahaRT @OctyRFauziah";Tue;Nov;27;14;49;4;2012;0.5562
14871;memang tak boleh nak jage sampai tengah malam laa gini . keje memang kene tanggoh lagi laa jawabnyee . rebeh dah mate ni -_-;Tue;Nov;27;14;49;34;2012;0.0
14872;@nabilaholic_ina #Game 3 jawbnya ve';Tue;Nov;27;14;51;36;2012;0.0
14873;@UKEntertaiment : [HELP RT] agency lama masih butuh bnyk member termasuk namja No TG,rules garibet,join?Mention &amp; cek fav, gamsah ^^;Tue;Nov;27;14;52;47;2012;0.2023
